ei	numCTs	pathway_name	gene_symbol	numVariantsAssociatedToGene	gp_class_names	pli	geneDescription	year_initial	year_final	num_pmids_evid	numDiseasesAssociatedToGene	num_pmid_assoc	pathway_id	score	gene_ncbi	gene_ensembl	gene_type	number_chem_evidence	genep_str_ids	dsi	dpi	num_var_dis
1.0	0		NELL1	21	Calcium-binding protein	1.6621E-13	neural EGFL like 1	2013	2013	0	6	1		0.5	4745	ENSG00000165973	protein-coding	0	Q92832	0.56	0.87	0
1.0	0	Disease,Immune System	OAS2	1	Enzyme	7.3595E-20	2'-5'-oligoadenylate synthetase 2	2012	2012	0	6	1	R-HSA-1643685,R-HSA-168256	0.5	4939	ENSG00000111335	protein-coding	0	P29728	0.58	0.87	0
1.0	0		ACP1	3		1.469E-7	acid phosphatase 1	2002	2002	0	14	1		0.5	52	ENSG00000143727	protein-coding	0	P24666	0.43	0.91	0
1.0	0	Transport of small molecules	ATP7B	1000	Transporter	9.8747E-36	ATPase copper transporting beta	2007	2007	0	35	1	R-HSA-382551	0.5	540	ENSG00000123191	protein-coding	0	P35670	0.47	0.91	0
1.0	0	Developmental Biology,Extracellular matrix organization	BMP7	13	Signaling	0.95824	bone morphogenetic protein 7	2012	2012	0	14	1	R-HSA-1266738,R-HSA-1474244	0.5	655	ENSG00000101144	protein-coding	0	P18075	0.47	0.87	0
1.0	0	Immune System	IL24	0		4.9349E-8	interleukin 24	2008	2008	0	11	1	R-HSA-168256	0.5	11009	ENSG00000162892	protein-coding	0	Q13007	0.5	0.83	0
1.0	0	Metabolism	ACSM1	3	Enzyme	2.4772E-26	acyl-CoA synthetase medium chain family member 1	2015	2015	0	4	1	R-HSA-1430728	0.5	116285	ENSG00000166743	protein-coding	0	Q08AH1	0.71	0.57	0
0.0	0		CTNND2	13	Cellular structure	1.0	catenin delta 2	2014	2014	0	17	1		0.5	1501	ENSG00000169862	protein-coding	0	Q9UQB3	0.55	0.83	0
1.0	0	Developmental Biology,Signal Transduction,Metabolism of proteins,Metabolism of RNA	EIF4B	4	Nucleic acid binding	1.0	eukaryotic translation initiation factor 4B	2011	2011	0	2	1	R-HSA-1266738,R-HSA-162582,R-HSA-392499,R-HSA-8953854	0.5	1975	ENSG00000063046	protein-coding	0	P23588	0.63	0.74	0
1.0	0		EMP1	1	Cellular structure	0.81738	epithelial membrane protein 1	2011	2011	0	4	1		0.5	2012	ENSG00000134531	protein-coding	0	P54849	0.55	0.87	0
1.0	0	Metabolism of proteins	ENPEP	8	Enzyme	5.4005E-25	glutamyl aminopeptidase	2013	2013	0	5	1	R-HSA-392499	0.5	2028	ENSG00000138792	protein-coding	0	Q07075	0.57	0.83	0
0.0	0	Signal Transduction,Disease	ERBB3	28	Kinase	2.4388E-16	erb-b2 receptor tyrosine kinase 3	2012	2012	0	21	1	R-HSA-162582,R-HSA-1643685	0.5	2065	ENSG00000065361	protein-coding	0	P21860	0.42	0.91	0
1.0	0		TFCP2	1	Transcription factor	0.57201	transcription factor CP2	2006	2006	0	2	1		0.5	7024	ENSG00000135457	protein-coding	0	Q12800	0.6	0.78	0
1.0	0	Signal Transduction	CCKAR	2	G-protein coupled receptor	4.7524E-6	cholecystokinin A receptor	2006	2006	0	10	1	R-HSA-162582	0.5	886	ENSG00000163394	protein-coding	0	P32238	0.55	0.83	0
1.0	0	Signal Transduction,Disease,Immune System	TYK2	364	Kinase	1.4894E-7	tyrosine kinase 2	2010	2010	0	21	1	R-HSA-162582,R-HSA-1643685,R-HSA-168256	0.5	7297	ENSG00000105397	protein-coding	0	P29597	0.47	0.87	0
1.0	0	Immune System,Metabolism of proteins	ZBTB16	26	Transcription factor	1.0	zinc finger and BTB domain containing 16	2010	2010	0	7	1	R-HSA-168256,R-HSA-392499	0.5	7704	ENSG00000109906	protein-coding	0	Q05516	0.5	0.91	0
1.0	0	Neuronal System,Signal Transduction,Disease,Immune System,Transport of small molecules,Muscle contraction,Gene expression (Transcription),Cellular responses to stimuli	CAMK2A	23	Kinase	1.0	calcium/calmodulin dependent protein kinase II alpha	2008	2008	0	18	1	R-HSA-112316,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-382551,R-HSA-397014,R-HSA-74160,R-HSA-8953897	0.5	815	ENSG00000070808	protein-coding	0	Q9UQM7	0.49	0.91	0
1.0	0	Developmental Biology,Metabolism,Disease,Gene expression (Transcription)	MED12	322	Transcription factor		mediator complex subunit 12	2002	2002	0	40	1	R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-74160	0.5	9968	ENSG00000184634	protein-coding	0	Q93074	0.43	0.91	0
1.0	0	Signal Transduction,Immune System,Metabolism of proteins,Cellular responses to stimuli	HIF1A	2	Transcription factor	0.99998	hypoxia inducible factor 1 subunit alpha	2013	2013	0	56	1	R-HSA-162582,R-HSA-168256,R-HSA-392499,R-HSA-8953897	0.5	3091	ENSG00000100644	protein-coding	0	Q16665	0.32	0.96	0
1.0	0	Metabolism,Disease,Immune System	APRT	84		4.6612E-11	adenine phosphoribosyltransferase	2000	2000	0	11	1	R-HSA-1430728,R-HSA-1643685,R-HSA-168256	0.5	353	ENSG00000198931	protein-coding	0	P07741	0.52	0.83	0
1.0	0	Metabolism	LDHA	48	Enzyme	0.77284	lactate dehydrogenase A	2013	2013	0	20	1	R-HSA-1430728	0.5	3939	ENSG00000134333	protein-coding	0	P00338	0.37	0.91	0
1.0	0	Gene expression (Transcription),Metabolism of RNA	SRRT	3		1.0	serrate, RNA effector molecule	2011	2011	0	6	1	R-HSA-74160,R-HSA-8953854	0.5	51593	ENSG00000087087	protein-coding	0	Q9BXP5	0.7	0.52	0
1.0	0	Metabolism	PFKFB3	6	Kinase	0.0051837	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	2013	2013	0	11	1	R-HSA-1430728	0.5	5209	ENSG00000170525	protein-coding	0	Q16875	0.51	0.91	0
1.0	0	Hemostasis,Extracellular matrix organization,Signal Transduction,Metabolism of proteins	PLG	58	Enzyme	0.16223	plasminogen	2008	2008	0	26	1	R-HSA-109582,R-HSA-1474244,R-HSA-162582,R-HSA-392499	0.5	5340	ENSG00000122194	protein-coding	0	P00747	0.42	0.91	0
1.0	0	Transport of small molecules	SLC17A6	2	Transporter	0.0016788	solute carrier family 17 member 6	2009	2009	0	8	1	R-HSA-382551	0.5	57084	ENSG00000091664	protein-coding	0	Q9P2U8	0.65	0.61	0
1.0	0	Immune System	PTX3	0		6.1092E-10	pentraxin 3	2004	2004	0	10	1	R-HSA-168256	0.5	5806	ENSG00000163661	protein-coding	0	P26022	0.4	0.91	0
1.0	0	Neuronal System,Transport of small molecules	SLC1A6	3	Transporter	0.7147	solute carrier family 1 member 6	2002	2002	0	4	1	R-HSA-112316,R-HSA-382551	0.5	6511	ENSG00000105143	protein-coding	0	P48664	0.72	0.44	0
1.0	0	Signal Transduction	SSTR5	2	G-protein coupled receptor	0.12107	somatostatin receptor 5	2010	2010	0	7	1	R-HSA-162582	0.5	6755	ENSG00000162009	protein-coding	0	P35346	0.51	0.78	0
1.0	0	Cell-Cell communication	CDH7	14		0.59126	cadherin 7	2014	2014	0	4	1	R-HSA-1500931	0.5	1005	ENSG00000081138	protein-coding	0	Q9ULB5	0.66	0.78	0
1.0	0		CNTNAP2	750		1.8568E-18	contactin associated protein 2	2013	2013	0	42	1		0.5	26047	ENSG00000174469	protein-coding	0	Q9UHC6	0.44	0.91	0
1.0	0		HLF	12	Nucleic acid binding	0.99063	HLF transcription factor, PAR bZIP family member	2015	2015	0	6	1		0.5	3131	ENSG00000108924	protein-coding	0	Q16534	0.6	0.74	0
1.0	0	Metabolism,Immune System,Metabolism of proteins	ARSA	442	Enzyme	1.4824E-10	arylsulfatase A	1996	1996	0	22	1	R-HSA-1430728,R-HSA-168256,R-HSA-392499	0.5	410	ENSG00000100299	protein-coding	0	P15289	0.48	0.91	0
1.0	0	Cell Cycle,Metabolism of proteins,Gene expression (Transcription),Cellular responses to stimuli	MDM4	13	Nucleic acid binding	1.0	MDM4 regulator of p53	2010	2010	0	9	1	R-HSA-1640170,R-HSA-392499,R-HSA-74160,R-HSA-8953897	0.5	4194	ENSG00000198625	protein-coding	0	O15151	0.5	0.87	0
1.0	0	Immune System	IL20	1		5.2177E-6	interleukin 20	2008	2008	0	7	1	R-HSA-168256	0.5	50604	ENSG00000162891	protein-coding	0	Q9NYY1	0.6	0.78	0
1.0	0	Metabolism	GDE1	0		8.0281E-4	glycerophosphodiester phosphodiesterase 1	2015	2015	0	2	1	R-HSA-1430728	0.5	51573	ENSG00000006007	protein-coding	0	Q9NZC3	0.7	0.61	0
1.0	0		MCTP2	1		1.2854E-26	multiple C2 and transmembrane domain containing 2	2008	2008	0	4	1		0.5	55784	ENSG00000140563	protein-coding	0	Q6DN12	0.59	0.7	0
1.0	0	Signal Transduction,Disease,Chromatin organization,Gene expression (Transcription)	REST	40			RE1 silencing transcription factor	2010	2010	0	11	1	R-HSA-162582,R-HSA-1643685,R-HSA-4839726,R-HSA-74160	0.5	5978	ENSG00000084093	protein-coding	0	Q13127	0.52	0.91	0
1.0	0	Neuronal System,Disease,Transport of small molecules	SLC5A7	157	Transporter	0.99733	solute carrier family 5 member 7	2008	2008	0	15	1	R-HSA-112316,R-HSA-1643685,R-HSA-382551	0.5	60482	ENSG00000115665	protein-coding	0	Q9GZV3	0.57	0.83	0
1.0	0	Signal Transduction	BDKRB2	1	G-protein coupled receptor	8.0397E-5	bradykinin receptor B2	2009	2009	0	28	1	R-HSA-162582	0.5	624	ENSG00000168398	protein-coding	0	P30411	0.53	0.87	0
1.0	0	Metabolism,Immune System	HPSE	0	Enzyme	4.2572E-9	heparanase	2009	2009	0	10	1	R-HSA-1430728,R-HSA-168256	0.5	10855	ENSG00000173083	protein-coding	0	Q9Y251	0.44	0.87	0
1.0	0	Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules,Cellular responses to stimuli	ADCY5	86		1.0	adenylate cyclase 5	2010	2010	0	29	1	R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551,R-HSA-8953897	0.5	111	ENSG00000173175	protein-coding	0	O95622	0.53	0.87	0
1.0	0	Signal Transduction,Disease,Immune System,Metabolism of proteins	CSF2RB	22	Receptor	0.93073	colony stimulating factor 2 receptor subunit beta	2011	2011	0	7	1	R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-392499	0.5	1439	ENSG00000100368	protein-coding	0	P32927	0.62	0.83	0
1.0	0	Metabolism,Disease,Immune System,Metabolism of proteins,Vesicle-mediated transport	SEC24C	5	Transporter	1.0	SEC24 homolog C, COPII coat complex component	2011	2011	0	5	1	R-HSA-1430728,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-5653656	0.5	9632	ENSG00000176986	protein-coding	0	P53992	0.53	0.87	0
1.0	0		TBX21	11	Transcription factor	0.99994	T-box transcription factor 21	2008	2008	0	10	1		0.5	30009	ENSG00000073861	protein-coding	0	Q9UL17	0.46	0.91	0
1.0	0	Disease,Immune System	IRF7	170	Transcription factor	3.2948E-32	interferon regulatory factor 7	2011	2011	0	5	1	R-HSA-1643685,R-HSA-168256	0.5	3665	ENSG00000185507	protein-coding	0	Q92985	0.51	0.91	0
1.0	0	Metabolism of proteins	NTM	51		0.98694	neurotrimin	2011	2011	0	2	1	R-HSA-392499	0.5	50863	ENSG00000182667	protein-coding	0	Q9P121	0.59	0.91	0
1.0	0		CCL24	3	Signaling	0.087078	C-C motif chemokine ligand 24	2014	2014	0	8	1		0.5	6369	ENSG00000106178	protein-coding	0	O00175	0.54	0.91	0
1.0	0		USP46	0	Enzyme	0.98981	ubiquitin specific peptidase 46	2011	2011	0	2	1		0.5	64854	ENSG00000109189	protein-coding	0	P62068	0.66	0.74	0
1.0	0	Neuronal System,Transport of small molecules	SLC6A13	5	Transporter	2.0547E-19	solute carrier family 6 member 13	2010	2010	0	3	1	R-HSA-112316,R-HSA-382551	0.5	6540	ENSG00000010379	protein-coding	0	Q9NSD5	0.71	0.57	0
1.0	0	Signal Transduction	UCN3	1		0.064657	urocortin 3	2007	2007	0	4	1	R-HSA-162582	0.5	114131	ENSG00000178473	protein-coding	0	Q969E3	0.63	0.7	0
0.0	0		PRIMA1	56		0.074692	proline rich membrane anchor 1	2012	2012	0	6	1		0.5	145270	ENSG00000175785	protein-coding	0	Q86XR5	0.62	0.7	0
1.0	0		CMYA5	1		1.6693E-53	cardiomyopathy associated 5	2014	2014	0	3	1		0.5	202333	ENSG00000164309	protein-coding	0	Q8N3K9	0.68	0.48	0
1.0	0	Developmental Biology	FOXD3	1	Transcription factor	0.034023	forkhead box D3	2007	2007	0	5	1	R-HSA-1266738	0.5	27022	ENSG00000187140	protein-coding	0	Q9UJU5	0.59	0.78	0
1.0	0		REEP5	4	Transporter	5.2291E-8	receptor accessory protein 5	2012	2012	0	4	1		0.5	7905	ENSG00000129625	protein-coding	0	Q00765	0.6	0.78	0
1.0	0	Signal Transduction	PEA15	0		0.99601	proliferation and apoptosis adaptor protein 15	2014	2014	0	2	1	R-HSA-162582	0.5	8682	ENSG00000162734	protein-coding	0	Q15121	0.59	0.65	0
1.0	0	Immune System	CD34	5		1.0605E-10	CD34 molecule	2009	2009	0	5	1	R-HSA-168256	0.5	947	ENSG00000174059	protein-coding	0	P28906	0.32	0.91	0
1.0	0	Immune System,Metabolism of proteins	ANPEP	4	Enzyme	4.2793E-12	alanyl aminopeptidase, membrane	2013	2013	0	5	1	R-HSA-168256,R-HSA-392499	0.5	290	ENSG00000166825	protein-coding	0	P15144	0.43	0.87	0
1.0	0	Immune System	IL11	2		3.7092E-7	interleukin 11	2013	2013	0	10	1	R-HSA-168256	0.5	3589	ENSG00000095752	protein-coding	0	P20809	0.44	0.87	0
1.0	0		ITIH1	15	Enzyme modulator	5.169E-28	inter-alpha-trypsin inhibitor heavy chain 1	2014	2014	0	9	1		0.5	3697	ENSG00000055957	protein-coding	0	P19827	0.6	0.74	0
1.0	0	Metabolism,Vesicle-mediated transport,Sensory Perception	LRP1	36		1.0	LDL receptor related protein 1	2010	2010	0	21	1	R-HSA-1430728,R-HSA-5653656,R-HSA-9709957	0.5	4035	ENSG00000123384	protein-coding	0	Q07954	0.44	0.87	0
1.0	0	Metabolism,Vesicle-mediated transport	M6PR	5	Receptor	5.6279E-4	mannose-6-phosphate receptor, cation dependent	2004	2004	0	7	1	R-HSA-1430728,R-HSA-5653656	0.5	4074	ENSG00000003056	protein-coding	0	P20645	0.67	0.7	0
1.0	0	Gene expression (Transcription)	DDIT4	0		1.0878E-7	DNA damage inducible transcript 4	2014	2014	0	7	1	R-HSA-74160	0.5	54541	ENSG00000168209	protein-coding	0	Q9NX09	0.53	0.87	0
1.0	0		GLT8D1	10		0.0016017	glycosyltransferase 8 domain containing 1	2014	2014	0	4	1		0.5	55830	ENSG00000016864	protein-coding	0	Q68CQ7	0.62	0.65	0
1.0	0	Metabolism	KYAT3	4	Enzyme	2.7627E-6	kynurenine aminotransferase 3	2011	2011	0	3	1	R-HSA-1430728	0.5	56267	ENSG00000137944	protein-coding	0	Q6YP21	0.75	0.39	0
1.0	0	Signal Transduction	BCL9	15		1.0	BCL9 transcription coactivator	2011	2011	0	8	1	R-HSA-162582	0.5	607	ENSG00000116128	protein-coding	0	O00512	0.59	0.7	0
1.0	0	Gene expression (Transcription),Autophagy	PINK1	162	Kinase	2.9907E-21	PTEN induced kinase 1	2008	2008	0	14	1	R-HSA-74160,R-HSA-9612973	0.5	65018	ENSG00000158828	protein-coding	0	Q9BXM7	0.46	0.91	0
1.0	0	Developmental Biology	SLIT3	26		0.96935	slit guidance ligand 3	2010	2010	0	5	1	R-HSA-1266738	0.5	6586	ENSG00000184347	protein-coding	0	O75094	0.55	0.87	0
1.0	0		MIR1202	0			microRNA 1202	2014	2014	0	2	1		0.5	100302259	ENSG00000221456	ncRNA	0		0.83	0.26	0
1.0	0		AKAP8	0		0.99294	A-kinase anchoring protein 8	2009	2009	0	3	1		0.5	10270	ENSG00000105127	protein-coding	0	O43823	0.7	0.57	0
1.0	0		ABI3BP	10		8.88E-43	ABI family member 3 binding protein	2010	2010	0	5	1		0.5	25890	ENSG00000154175	protein-coding	0	Q7Z7G0	0.64	0.74	0
1.0	0	Developmental Biology	PROM1	208	Transporter	1.1454E-27	prominin 1	2009	2009	0	28	1	R-HSA-1266738	0.5	8842	ENSG00000007062	protein-coding	0	O43490	0.39	0.96	0
1.0	0	Developmental Biology,Signal Transduction	KALRN	33	Kinase	1.0	kalirin RhoGEF kinase	2014	2014	0	11	1	R-HSA-1266738,R-HSA-162582	0.5	8997	ENSG00000160145	protein-coding	0	O60229	0.59	0.87	0
1.0	0	Metabolism of proteins,Cellular responses to stimuli	EDEM1	0		7.7383E-19	ER degradation enhancing alpha-mannosidase like protein 1	2014	2014	0	3	1	R-HSA-392499,R-HSA-8953897	0.5	9695	ENSG00000134109	protein-coding	0	Q92611	0.73	0.35	0
